unique_id,device_id,package,app_version,sdk_version,platform_version,brand,model,operators,network_type,lang,local_time_zone,screen_width,screen_height,screen_dpi,screen_orientation
4761,36af4eba842be7bf,org.rayacoin,53,30,11,samsung,SM-A515F,,4G,fa,Asia/Tehran,1080,2186,420,
1146,1c8d84ba243c048a,org.rayacoin,48,33,13,samsung,SM-M127F,,4G,fa,Asia/Tehran,720,1465,300,
6925,62addcc9f97a8038,org.rayacoin,53,33,13,Xiaomi,2209116AG,,4G,fa,Asia/Tehran,1080,2177,440,
7560,e65a7e7a4aff1e39,org.rayacoin,54,29,10,samsung,SM-A750F,,4G,fa,Asia/Tehran,1080,2094,420,
2381,be5850a2ce51de8e,org.rayacoin,53,33,13,Xiaomi,2201117TG,,wifi,fa,Asia/Tehran,1080,2177,440,
999,7d82e1c50c3a8316,org.rayacoin,48,30,11,samsung,SM-A107F,,4G,fa,Asia/Tehran,720,1381,280,
3664,bacb0ae484ca583a,org.rayacoin,53,33,13,samsung,SM-A127F,,4G,fa,Asia/Tehran,720,1467,300,
7478,3ee8ba03dc708d07,org.rayacoin,54,34,14,samsung,SM-A556E,,4G,fa,Asia/Tehran,1080,2116,450,
5389,65e5124ef302ebdf,org.rayacoin,53,30,11,samsung,SM-A025F,,4G,fa,Asia/Tehran,720,1471,280,
5623,f358aa4c2a0b40de,org.rayacoin,53,33,13,Xiaomi,23117RA68G,,4G,fa,Asia/Tehran,1080,2176,440,
890,b6b53699a34de180,org.rayacoin,48,27,8.1.0,HUAWEI,DUA-L22,,4G,fa,Asia/Tehran,720,1356,320,
438,bed1ac8f346ea86f,org.rayacoin,46,33,13,samsung,SM-A137F,,4G,fa,Asia/Tehran,1080,2208,450,
4382,c02c48a26929930a,org.rayacoin,53,29,10,samsung,SM-A013G,,wifi,fa,Asia/Tehran,720,1384,320,
5641,d613aea2369e7e1e,org.rayacoin,42,30,11,HONOR,TFY-LX2,,3G,fa,Asia/Tehran,1080,2173,480,
905,ec9197c54fabe540,org.rayacoin,48,33,13,samsung,SM-A037F,,4G,fa,Asia/Tehran,720,1465,300,
8025,4e8acb60f5335c76,org.rayacoin,54,34,14,samsung,SM-S711B,,4G,fa,Asia/Tehran,1080,2125,450,
3996,72dabde784e0f461,org.rayacoin,53,31,12,Xiaomi,RedmiNote9Pro,,4G,fa,Asia/Tehran,1080,2254,440,
4336,57abbff3c870037b,org.rayacoin,53,33,13,samsung,SM-A137F,,4G,fa,Asia/Tehran,1080,2181,540,
4344,a85fbbb2a2aa96d3,org.rayacoin,53,33,13,Xiaomi,M2012K11AG,,4G,fa,Asia/Tehran,1080,2190,440,
2061,daeda13472613462,org.rayacoin,48,27,8.1.0,HUAWEI,BKK-LX2,,4G,fa,Asia/Tehran,720,1440,320,
1167,9e64ed1ad4a8a342,org.rayacoin,53,29,10,samsung,SM-A013G,,4G,fa,Asia/Tehran,720,1384,320,
1504,921bf841792e4590,org.rayacoin,48,33,13,samsung,SM-A235F,,4G,fa,Asia/Tehran,1080,2300,450,
3103,7ebf45dd0217ee0d,org.rayacoin,53,30,11,Xiaomi,21091116UG,,4G,fa,Asia/Tehran,1080,2190,461,
6787,fe174d607b46369b,org.rayacoin,53,33,13,Xiaomi,23030RAC7Y,,4G,fa,Asia/Tehran,1080,2177,440,
8272,b5c0415e7b8adf9f,org.rayacoin,53,30,11,RENSO,N3,,4G,fa,Asia/Tehran,1080,2142,480,
2768,3c8a09e5e6c5c4a6,org.rayacoin,48,29,10,Xiaomi,211033MI,,wifi,fa,Asia/Tehran,720,1449,320,
1402,c86a911d4a889f68,org.rayacoin,53,29,10,HUAWEI,MGA-LX9,,4G,fa,Asia/Tehran,720,1477,320,
2883,ae3ae3a807f5860d,org.rayacoin,50,33,13,samsung,SM-N770F,,3G,fa,Asia/Tehran,1080,2189,420,
6639,6ef06f0d087d1e00,org.rayacoin,53,31,12,samsung,SM-A025F,,4G,fa,Asia/Tehran,720,1471,280,
3753,9d569e8bde96114f,org.rayacoin,53,33,13,samsung,SM-A137F,,4G,fa,Asia/Tehran,1080,2208,450,
5128,e3eedca918cd3c96,org.rayacoin,53,31,12,Xiaomi,M2102J20SG,"['43211', '43235']",4G,en,Asia/Tehran,1080,2265,440,
1320,2b67c1ad46e436cb,org.rayacoin,48,31,12,samsung,SM-A736B,,4G,fa,Asia/Tehran,1080,2167,450,
1075,b309fec442a1caa3,org.rayacoin,48,33,13,samsung,SM-M127G,,4G,fa,Asia/Tehran,720,1465,300,
7092,6596799b943fd45c,org.rayacoin,53,30,11,Xiaomi,M2010J19CG,,3G,fa,Asia/Tehran,1080,2132,440,
7770,ca44dcac7e6372ee,org.rayacoin,54,31,12,samsung,SM-A315F,,wifi,fa,Asia/Tehran,1080,2195,420,
3471,d6331eb42571c628,org.rayacoin,53,31,12,samsung,SM-A025F,,4G,fa,Asia/Tehran,720,1471,280,
6062,3242517c553c5e89,org.rayacoin,53,34,14,samsung,SM-M135FU,,4G,fa,Asia/Tehran,1080,2291,540,
4714,5702deb0d7bdfb61,org.rayacoin,53,30,11,Xiaomi,RedmiNote9Pro,,4G,fa,Asia/Tehran,1080,2168,440,
7684,4c0aee9afb4dbc78,org.rayacoin,54,33,13,Xiaomi,21091116UG,,4G,fa,Asia/Tehran,1080,2190,440,
3752,c302cdd2b52bd3c6,org.rayacoin,53,31,12,samsung,SM-A115F,,4G,fa,Asia/Tehran,720,1399,320,
7953,2044e739fe186ae1,org.rayacoin,54,29,10,samsung,SM-A015F,,wifi,fa,Asia/Tehran,720,1365,320,
6572,93832b7eae40b6e3,org.rayacoin,53,27,8.1.0,samsung,SM-J710F,,4G,fa,Asia/Tehran,720,1280,320,
7134,4d30ef9087df647d,org.rayacoin,54,30,11,samsung,SM-A307FN,,2G,fa,Asia/Tehran,720,1423,280,
2103,27de6197e3bd9f37,org.rayacoin,53,33,13,samsung,SM-A235F,,4G,fa,Asia/Tehran,1080,2207,450,
7163,ea86a1d3ad7417d8,org.rayacoin,53,34,14,Xiaomi,23129RAA4G,,3G,fa,Asia/Tehran,1080,2176,440,
352,c0fc6da0a6877d6f,org.rayacoin,48,33,13,Xiaomi,M2101K6I,,wifi,fa,Asia/Tehran,1080,2307,440,
826,a93fb8223e70e426,org.rayacoin,45,28,9,samsung,SM-J730F,,4G,fa,Asia/Tehran,1080,1920,420,
497,a70cc81c49f41757,org.rayacoin,47,33,13,Xiaomi,23028RNCAG,,4G,fa,Asia/Tehran,720,1460,320,
7564,3616da26967b65d4,org.rayacoin,54,30,11,samsung,SM-A505F,,wifi,fa,Asia/Tehran,1080,2131,420,
8202,80b62b6df6474cfc,org.rayacoin,54,30,11,samsung,SM-A305F,,4G,fa,Asia/Tehran,1080,2131,420,
7061,94050be291c573a6,org.rayacoin,53,33,13,samsung,SM-A145P,,4G,fa,Asia/Tehran,1080,2209,450,
447,16361e58dcbbb50f,org.rayacoin,46,30,11,Xiaomi,M2103K19G,,wifi,fa,Asia/Tehran,1080,2167,440,
598,8091b44a3da4d91a,org.rayacoin,48,30,11,samsung,SM-A107F,,4G,fa,Asia/Tehran,720,1439,280,
1492,aa60c2b3fbd6af71,org.rayacoin,53,30,11,samsung,SM-A307FN,['43211'],3G,fa,Asia/Tehran,720,1423,280,
380,fde4249600b71a7b,org.rayacoin,46,26,8.0.0,samsung,SM-G935F,,wifi,fa,Asia/Tehran,1080,1920,540,
7329,cec359441459db68,org.rayacoin,54,33,13,samsung,SM-A225F,,4G,fa,Asia/Tehran,720,1434,360,
4463,65439f2fdff07cca,org.rayacoin,53,31,12,Xiaomi,2207117BPG,,4G,fa,Asia/Tehran,1080,2177,440,
3769,237d186ab3fcb344,org.rayacoin,53,29,10,HUAWEI,JNY-LX1,,4G,fa,Asia/Tehran,1080,2090,540,
4552,428b4248d943c7c1,org.rayacoin,53,29,10,realme,RMX2111,,wifi,fa,Asia/Tehran,1080,2181,408,
654,54555a92ef36ad85,org.rayacoin,48,31,12,samsung,SM-A115F,,4G,fa,Asia/Tehran,720,1411,280,
575,661530ed7dc35fe1,org.rayacoin,45,33,13,samsung,SM-A127F,,4G,fa,Asia/Tehran,720,1467,300,
3447,e3800e6fd9038c58,org.rayacoin,47,31,12,samsung,SM-A315F,,4G,fa,Asia/Tehran,1080,2195,420,
8239,ba0553a2df473321,org.rayacoin,53,30,11,samsung,SM-A715F,,wifi,fa,Asia/Tehran,1080,2183,420,
1039,5d876b0022ed0120,org.rayacoin,54,34,14,samsung,SM-A145P,,4G,fa,Asia/Tehran,1080,2200,480,
7177,7c4585a2cce0a6c1,org.rayacoin,54,34,14,samsung,SM-A546E,,4G,fa,Asia/Tehran,1080,2125,450,
8111,50c360502857f943,org.rayacoin,54,31,12,samsung,SM-A315G,,4G,fa,Asia/Tehran,1080,2186,450,
5924,0bc4adfa2e7dafc3,org.rayacoin,53,31,12,Xiaomi,RedmiNote9S,,4G,fa,Asia/Tehran,1080,2168,440,
5683,0e9b233327798c4e,org.rayacoin,53,34,14,Xiaomi,23021RAAEG,,wifi,fa,Asia/Tehran,1080,2176,440,
7815,572e868b721744e3,org.rayacoin,54,27,8.1.0,samsung,SM-G610F,,3G,fa,Asia/Tehran,1080,1920,420,
7918,3635e1a33f0ed970,org.rayacoin,54,33,13,samsung,SM-A546E,,wifi,fa,Asia/Tehran,1080,2125,450,
7111,88f1185b9bbf474d,org.rayacoin,53,34,14,samsung,SM-A245F,,4G,fa,Asia/Tehran,1080,2128,450,
544,3f946a308060c29e,org.rayacoin,48,33,13,samsung,SM-A037F,,3G,fa,Asia/Tehran,720,1465,300,
5388,f2dd1d78f46d28c7,org.rayacoin,53,29,10,motorola,motoe(7),,4G,fa,Asia/Tehran,720,1472,280,
2317,ad7ac7d319864bf3,org.rayacoin,48,31,12,samsung,SM-A127F,,wifi,fa,Asia/Tehran,720,1467,300,
1715,8a0108147ada2f9b,org.rayacoin,48,28,9,HUAWEI,KSA-LX9,,4G,fa,Asia/Tehran,720,1372,320,
4935,e29ae958ba0d95a3,org.rayacoin,53,26,8.0.0,HUAWEI,LDN-L21,,4G,fa,Asia/Tehran,720,1360,320,
7258,3b717824e1394d50,org.rayacoin,54,28,9,samsung,SM-J701F,,4G,fa,Asia/Tehran,720,1280,280,
4637,01d0480b8902d5e1,org.rayacoin,53,31,12,Xiaomi,M2101K7BG,,4G,fa,Asia/Tehran,1080,2177,440,
5757,3da91301e00034e0,org.rayacoin,53,33,13,Xiaomi,2201117TG,,wifi,fa,Asia/Tehran,1080,2177,440,
6609,05000065a90f64ac,org.rayacoin,53,34,14,samsung,SM-A235F,,wifi,fa,Asia/Tehran,1080,2207,450,
5336,15e90f9720946ed6,org.rayacoin,53,30,11,samsung,SM-A022F,,4G,fa,Asia/Tehran,720,1465,300,
2927,c602a63771afae8f,org.rayacoin,48,31,12,samsung,SM-A125F,,4G,fa,Asia/Tehran,720,1465,300,
5980,b60befc1021db171,org.rayacoin,53,33,13,HONOR,CLK-LX2,,wifi,fa,Asia/Tehran,1080,2190,480,
6638,1c690ff1dd7ca2dc,org.rayacoin,53,30,11,samsung,SM-A025F,,4G,fa,Asia/Tehran,720,1471,280,
7563,d5932f3e30b7e584,org.rayacoin,54,34,14,samsung,SM-A556E,,wifi,fa,Asia/Tehran,1080,2209,450,
2820,d3af78d1e7d1122b,org.rayacoin,48,28,9,HUAWEI,HLK-L42,,wifi,fa,Asia/Tehran,1080,2224,480,
4648,c2d2f2825782ebc1,org.rayacoin,53,30,11,Xiaomi,RedmiNote8,,3G,fa,Asia/Tehran,1080,2130,440,
7165,656574f17d281f57,org.rayacoin,53,33,13,Xiaomi,23030RAC7Y,,4G,fa,Asia/Tehran,1080,2177,440,
2783,fc90cbf7614da836,org.rayacoin,52,33,13,samsung,SM-A145P,,4G,fa,Asia/Tehran,1080,2209,450,
2771,6ccd8101332f995a,org.rayacoin,48,30,11,samsung,SM-A705FN,,4G,fa,Asia/Tehran,1080,2198,420,
7364,eff57180a29435ed,org.rayacoin,54,33,13,samsung,SM-A035F,,4G,fa,Asia/Tehran,720,1465,300,
2595,57057c5d7b523175,org.rayacoin,53,33,13,samsung,SM-A135F,,4G,fa,Asia/Tehran,1080,2208,450,
7702,63fa28fe72de1c0c,org.rayacoin,54,29,10,samsung,SM-J610F,,4G,fa,Asia/Tehran,720,1396,280,
4609,e6b32f762b5d04eb,org.rayacoin,53,31,12,Xiaomi,2201116PG,,4G,fa,Asia/Tehran,1080,2180,440,
6209,a2fc735bc254b647,org.rayacoin,53,29,10,HMD Global,Nokia6.1Plus,,wifi,fa,Asia/Tehran,1080,2065,420,
1969,b42be3fb47e5b955,org.rayacoin,53,24,7.0,samsung,SM-N920C,,4G,fa,Asia/Tehran,1080,1920,420,
118,4d8d81da3af18752,org.rayacoin,27,30,11,Xiaomi,M2101K6G,['43211'],4G,en,Asia/Tehran,1080,2177,440,
729,1f8bb5daca57463a,org.rayacoin,29,31,12,Xiaomi,M2101K9AG,['43211'],4G,fa,Asia/Tehran,1080,2166,440,
7127,3e8cd94d60e84db8,org.rayacoin,53,30,11,Xiaomi,220233L2G,,4G,fa,Asia/Tehran,720,1449,320,
6542,67e76f928a9095b1,org.rayacoin,53,30,11,Xiaomi,M2102J20SG,,wifi,fa,Asia/Tehran,1080,2265,440,
4108,0694770c5ce1a685,org.rayacoin,53,29,10,Xiaomi,M2010J19SG,,wifi,fa,Asia/Tehran,1080,2132,440,
3881,4dd8ebe533338fd1,org.rayacoin,53,31,12,samsung,SM-A115F,,4G,fa,Asia/Tehran,720,1399,320,
995,abfb751527025636,org.rayacoin,48,27,8.1.0,HUAWEI,DUA-L22,,4G,fa,Asia/Tehran,720,1356,320,
2147,52a7da55904c0b1c,org.rayacoin,53,30,11,samsung,SM-A207F,,4G,fa,Asia/Tehran,720,1422,280,
5324,2dff707e25b84b62,org.rayacoin,53,34,14,samsung,SM-A137F,,4G,fa,Asia/Tehran,1080,2208,450,
6707,bb188ea66e751c5b,org.rayacoin,53,34,14,samsung,SM-A346E,,4G,fa,Asia/Tehran,1080,2139,420,
7732,d7a877f44c4dee6e,org.rayacoin,54,30,11,samsung,SM-A705FN,,wifi,fa,Asia/Tehran,1080,2198,420,
5992,336ca42c322ca171,org.rayacoin,53,31,12,samsung,SM-A226B,,4G,fa,Asia/Tehran,1080,2160,450,
4475,ae699a90acfb2c9e,org.rayacoin,53,29,10,HUAWEI,MAR-LX1M,,4G,fa,Asia/Tehran,1080,2107,480,
7907,156782e8a7d14abd,org.rayacoin,54,31,12,samsung,SM-A217F,,4G,fa,Asia/Tehran,720,1448,280,
8102,7cf46ed239fb0dc0,org.rayacoin,53,31,12,samsung,SM-A515F,,4G,fa,Asia/Tehran,1080,2150,540,
6098,7b4c96051698e242,org.rayacoin,53,34,14,samsung,SM-A525F,,4G,fa,Asia/Tehran,1080,2186,420,
5535,d0e6a1faee1d3a65,org.rayacoin,54,33,13,samsung,SM-A137F,,4G,fa,Asia/Tehran,1080,2208,450,
7973,9ce2ef446d9e3b6e,org.rayacoin,54,31,12,samsung,SM-A315F,,4G,fa,Asia/Tehran,1080,2195,420,
5409,6eb9d860dc30aa78,org.rayacoin,53,33,13,samsung,SM-A127F,,4G,fa,Asia/Tehran,720,1531,280,
1186,7e45afeea4e8797a,org.rayacoin,48,33,13,samsung,SM-A127F,,wifi,fa,Asia/Tehran,720,1557,280,
5719,ed1e1125ce2d4cc8,org.rayacoin,53,28,9,HUAWEI,MRD-LX1F,,4G,fa,Asia/Tehran,720,1422,272,
7143,4b06d7e00fbb6f6c,org.rayacoin,53,30,11,samsung,SM-A326B,,4G,fa,Asia/Tehran,720,1465,300,
8244,80cd5004ffd93c94,org.rayacoin,54,30,11,samsung,SM-A307FN,,wifi,fa,Asia/Tehran,720,1423,280,
3853,8bef1ac26d775e31,org.rayacoin,53,28,9,Sony,G8142,,wifi,fa,Asia/Tehran,1080,1798,408,
5274,1292ce883e451448,org.rayacoin,53,30,11,samsung,SM-A105G,['43211'],wifi,fa,Asia/Tehran,720,1382,280,
2106,bcab346325069d7a,org.rayacoin,48,31,12,Xiaomi,M2010J19CG,,4G,fa,Asia/Tehran,1080,2132,440,
7956,46934c172c246731,org.rayacoin,54,29,10,samsung,SM-A750F,,4G,fa,Asia/Tehran,1080,2094,420,
6051,c853c7afb429afbc,org.rayacoin,48,30,11,samsung,SM-A022F,,4G,fa,Asia/Tehran,720,1465,300,
7951,ace5e7651d1c0bf2,org.rayacoin,54,30,11,samsung,SM-A515F,,wifi,fa,Asia/Tehran,1080,2186,420,
7599,9df0f69c4b429e13,org.rayacoin,54,34,14,samsung,SM-S711B,,4G,fa,Asia/Tehran,1080,2116,480,
3406,540061b94073a643,org.rayacoin,27,30,11,samsung,SM-A217F,['43220'],4G,fa,Asia/Tehran,720,1448,280,
7066,cb7ddb020b3eaa37,org.rayacoin,53,34,14,samsung,SM-A556E,,4G,fa,Asia/Tehran,1080,2107,480,
1805,56a17f0f3c49600f,org.rayacoin,53,30,11,Xiaomi,MiA3,,wifi,fa,Asia/Tehran,720,1411,320,
369,28d5320951c2b72f,org.rayacoin,48,30,11,samsung,SM-A015F,,4G,fa,Asia/Tehran,720,1377,280,
2486,e517902ceb18aa73,org.rayacoin,48,28,9,HUAWEI,MRD-LX1F,,4G,fa,Asia/Tehran,720,1422,320,
4208,94d04b9336f83b8f,org.rayacoin,53,33,13,samsung,SM-A127F,,4G,fa,Asia/Tehran,720,1467,300,
5878,d67e1722e20c84d3,org.rayacoin,53,33,13,Xiaomi,2112123AG,,4G,fa,Asia/Tehran,1080,2183,440,
7222,6ccee8d9c7aba125,org.rayacoin,54,29,10,samsung,SM-A600FN,,4G,fa,Asia/Tehran,720,1372,360,
216,30b121ac443c810f,org.rayacoin,45,29,10,Xiaomi,RedmiNote7,,wifi,fa,Asia/Tehran,1080,2131,440,
7769,a9e44c3820e59721,org.rayacoin,54,31,12,Xiaomi,2201116PG,,4G,fa,Asia/Tehran,1080,2180,440,
2912,006624b2ccd80ac4,org.rayacoin,45,31,12,samsung,SM-A125F,,4G,fa,Asia/Tehran,720,1471,280,
198,86a42d49ff032fb5,org.rayacoin,45,30,11,Xiaomi,220233L2G,,4G,fa,Asia/Tehran,720,1468,256,
7535,307eaaddeb4c9248,org.rayacoin,54,34,14,samsung,SM-S711B,,wifi,fa,Asia/Tehran,1080,2125,450,
2658,795fb1cf3e38c187,org.rayacoin,53,33,13,Xiaomi,23053RN02Y,,4G,fa,Asia/Tehran,1080,2226,440,
2301,8622a0c871d34e22,org.rayacoin,52,31,12,samsung,SM-A125F,,4G,fa,Asia/Tehran,720,1459,320,
6862,3540add698021600,org.rayacoin,53,31,12,samsung,SM-A127F,,4G,fa,Asia/Tehran,720,1467,300,
4650,8903bb4cd4e81e95,org.rayacoin,53,34,14,samsung,SM-A546E,,wifi,fa,Asia/Tehran,1080,2125,450,
2851,0a7d617ee4bdc231,org.rayacoin,53,31,12,Xiaomi,M2007J20CG,,4G,fa,Asia/Tehran,1080,2265,461,
4089,2579b64bee3b7c61,org.rayacoin,53,33,13,samsung,SM-A226B,,4G,fa,Asia/Tehran,1080,2208,450,
6571,0a7d617ee4bdc231,org.rayacoin,53,31,12,Xiaomi,M2007J20CG,,4G,fa,Asia/Tehran,1080,2265,461,
6021,6e146f0a09e08694,org.rayacoin,53,33,13,Xiaomi,21061119AG,,4G,fa,Asia/Tehran,1080,2167,440,
4197,9805e19140ed9853,org.rayacoin,53,33,13,samsung,SM-A325F,,3G,fa,Asia/Tehran,1080,2194,420,
3121,f01fa1e2aa85d18d,org.rayacoin,53,31,12,samsung,SM-M115F,,4G,fa,Asia/Tehran,720,1411,280,
4740,a159233b8b6bfc31,org.rayacoin,53,29,10,Xiaomi,RedmiNote8,,wifi,fa,Asia/Tehran,1080,2130,440,
5249,8612fe8afdb53437,org.rayacoin,53,31,12,Xiaomi,2201116SG,,4G,fa,Asia/Tehran,1080,2180,440,
8055,191fc4f106ade77b,org.rayacoin,53,31,12,samsung,SM-A217F,,4G,fa,Asia/Tehran,720,1448,280,
4014,9c2c5560aa813370,org.rayacoin,53,31,12,Xiaomi,2209116AG,,4G,fa,Asia/Tehran,1080,2263,440,
2711,5312e360c3b6c860,org.rayacoin,53,30,11,samsung,SM-A505F,,4G,fa,Asia/Tehran,1080,2131,420,
1582,75d72212d69223f1,org.rayacoin,53,33,13,samsung,SM-A137F,,4G,fa,Asia/Tehran,1080,2199,480,
2191,baaf91d22e7c2fb0,org.rayacoin,48,30,11,samsung,SM-A505F,,wifi,fa,Asia/Tehran,1080,2131,420,
7895,2e5696f6713e1e23,org.rayacoin,54,30,11,samsung,SM-A015F,,4G,fa,Asia/Tehran,720,1377,280,
4009,13dfbdd24cbee04c,org.rayacoin,53,31,12,samsung,SM-A217F,,4G,fa,Asia/Tehran,720,1506,280,
5016,f9a5ae951a5f8a90,org.rayacoin,53,31,12,samsung,SM-A025F,,4G,fa,Asia/Tehran,720,1529,280,
3748,ad1b0edf72130b39,org.rayacoin,53,29,10,samsung,SM-M205F,,wifi,fa,Asia/Tehran,1080,2129,420,
3834,e8f2718dec3f8377,org.rayacoin,53,26,8.0.0,HUAWEI,RNE-L21,,3G,fa,Asia/Tehran,1080,2040,480,
472,25cf89762f29aaf4,org.rayacoin,47,33,13,samsung,SM-M127F,,4G,fa,Asia/Tehran,720,1465,300,
7375,b133fc32c04a471b,org.rayacoin,54,34,14,samsung,SM-A137F,,4G,fa,Asia/Tehran,1080,2208,450,
4997,ef5cda812d1e761a,org.rayacoin,53,33,13,samsung,SM-A245F,,4G,fa,Asia/Tehran,1080,2128,450,
641,5a2b8934ad381b4b,org.rayacoin,48,30,11,samsung,SM-T295,,wifi,fa,Asia/Tehran,800,1216,213,
2693,7bb376a4e658db19,org.rayacoin,45,30,11,Xiaomi,RedmiNote8Pro,,4G,fa,Asia/Tehran,1080,2134,440,
7275,7372782c3a046cc7,org.rayacoin,54,26,8.0.0,samsung,SM-C9000,,4G,fa,Asia/Tehran,1080,1920,420,
1158,aa506bc3fb43324b,org.rayacoin,48,33,13,Xiaomi,2201116TG,,4G,fa,Asia/Tehran,1080,2177,440,
445,1ec9be6ed60a9b03,org.rayacoin,46,31,12,samsung,SM-A137F,,4G,fa,Asia/Tehran,1080,2208,450,
7141,8254a0a0781aed71,org.rayacoin,53,33,13,samsung,SM-A137F,,4G,fa,Asia/Tehran,1080,2208,450,
1537,626e2e8a57d118d1,org.rayacoin,48,31,12,samsung,SM-A137F,,4G,fa,Asia/Tehran,1080,2190,510,
1744,1c48039f368fd1f3,org.rayacoin,48,30,11,samsung,SM-A115F,,4G,fa,Asia/Tehran,720,1411,280,
6346,4e81b7a48701cea1,org.rayacoin,53,34,14,samsung,SM-A145P,,wifi,fa,Asia/Tehran,1080,2209,450,
3450,a6f5f6277853382c,org.rayacoin,53,33,13,samsung,SM-A127F,,4G,fa,Asia/Tehran,720,1467,300,
5993,2ba43ea6baa14562,org.rayacoin,53,30,11,samsung,SM-A505F,,4G,fa,Asia/Tehran,1080,2131,420,
4870,c3354dd815b512bc,org.rayacoin,53,33,13,samsung,SM-A736B,,4G,fa,Asia/Tehran,1080,2167,450,
8138,06f1c72d8e22aa27,org.rayacoin,53,33,13,samsung,SM-A127F,,3G,fa,Asia/Tehran,720,1467,300,
1681,1361fe011dbf003c,org.rayacoin,48,26,8.0.0,samsung,SM-A720F,,wifi,fa,Asia/Tehran,1080,1920,420,
8147,785b912cb571c288,org.rayacoin,54,33,13,samsung,SM-A127F,,wifi,fa,Asia/Tehran,720,1449,360,
4464,87f74a84eafec08e,org.rayacoin,53,31,12,samsung,SM-A125F,,wifi,fa,Asia/Tehran,720,1471,280,
924,ddfbb69f761af4b1,org.rayacoin,48,23,6.0.1,HUAWEI,HUAWEIRIO-L01,,4G,fa,Asia/Tehran,1080,1788,440,
4288,adad77b6f04b7703,org.rayacoin,53,31,12,samsung,SM-A115F,,3G,fa,Asia/Tehran,720,1411,280,
8168,e833f70e996a4a00,org.rayacoin,54,34,14,samsung,SM-A736B,,4G,fa,Asia/Tehran,1080,2167,450,
2852,7ac0340d53039212,org.rayacoin,50,27,8.1.0,samsung,SM-J710F,,wifi,fa,Asia/Tehran,720,1280,320,
2648,ed6f3ea188eff2e5,org.rayacoin,53,29,10,Xiaomi,MI9,,wifi,fa,Asia/Tehran,1080,2135,440,
3556,d04095dd084c78c4,org.rayacoin,53,30,11,Xiaomi,M2102J20SG,,wifi,fa,Asia/Tehran,1080,2179,440,
644,db3676a6ed00de80,org.rayacoin,53,30,11,samsung,SM-A205F,,4G,fa,Asia/Tehran,720,1423,280,
6600,8eb60e4dc6f214a2,org.rayacoin,53,30,11,Xiaomi,M2006C3LG,,wifi,fa,Asia/Tehran,720,1449,320,
6179,077c1e2792144980,org.rayacoin,53,33,13,samsung,SM-A032F,,wifi,fa,Asia/Tehran,720,1459,320,
6724,0435dc5f00731457,org.rayacoin,53,27,8.1.0,samsung,SM-J260F,,wifi,fa,Asia/Tehran,540,888,240,
2091,b935b877ae93991b,org.rayacoin,48,33,13,samsung,SM-A127F,,4G,fa,Asia/Tehran,720,1467,300,
1331,1eaa09700c81901f,org.rayacoin,48,30,11,Xiaomi,2209116AG,,4G,fa,Asia/Tehran,1080,2177,440,
5696,99c7a790393de31c,org.rayacoin,53,31,12,Xiaomi,M2003J15SC,,4G,fa,Asia/Tehran,1080,2196,440,
3039,030b3f32628b3c1f,org.rayacoin,50,28,9,HUAWEI,AMN-LX9,,4G,fa,Asia/Tehran,720,1372,320,
4141,7f66455f2533858e,org.rayacoin,45,30,11,samsung,SM-A022F,,4G,en,Asia/Tehran,720,1459,320,
6480,3d3055d6ea416fbd,org.rayacoin,53,31,12,Xiaomi,RedmiNote9Pro,,4G,fa,Asia/Tehran,1080,2168,440,
7386,719a3755bfb022e5,org.rayacoin,54,33,13,Xiaomi,2209116AG,,4G,fa,Asia/Tehran,1080,2177,440,
2525,6baa5704a12eefd4,org.rayacoin,48,30,11,samsung,SM-A207F,,wifi,fa,Asia/Tehran,720,1480,280,
5881,b7c3976d41b9c886,org.rayacoin,53,33,13,samsung,SM-A225F,,4G,fa,Asia/Tehran,720,1458,280,
5910,5c4ce542ca9900eb,org.rayacoin,53,34,14,Xiaomi,23053RN02A,,3G,fa,Asia/Tehran,1080,2226,440,
2735,4631cc0a1b09ef8d,org.rayacoin,50,33,13,samsung,SM-A037F,,wifi,fa,Asia/Tehran,720,1465,300,
873,270a33bde7782ecc,org.rayacoin,48,30,11,Xiaomi,M2003J15SC,,4G,fa,Asia/Tehran,1080,2110,440,
4273,d2410c3966512ecf,org.rayacoin,53,33,13,Xiaomi,2303CRA44A,,wifi,fa,Asia/Tehran,1080,2177,440,
3442,3e9d2445464a6148,org.rayacoin,53,33,13,samsung,SM-A736B,,4G,fa,Asia/Tehran,1080,2167,450,
6683,f1fdf67d900c4393,org.rayacoin,53,33,13,Xiaomi,23028RNCAG,,4G,fa,Asia/Tehran,720,1460,320,
4297,f900dd00100a1e56,org.rayacoin,53,30,11,samsung,SM-A505F,,4G,fa,Asia/Tehran,1080,2131,420,
7393,ca4407f704bed6e0,org.rayacoin,54,28,9,samsung,SM-A530F,,4G,fa,Asia/Tehran,1080,2076,480,
6680,f1fdf67d900c4393,org.rayacoin,53,33,13,Xiaomi,23028RNCAG,,4G,fa,Asia/Tehran,720,1460,320,
3335,7339e16fd9e18908,org.rayacoin,53,33,13,Xiaomi,23021RAAEG,,wifi,fa,Asia/Tehran,1080,2306,440,
5727,e81dace11117bea2,org.rayacoin,53,30,11,samsung,SM-A125F,,3G,fa,Asia/Tehran,720,1527,300,
5963,bda4c984d1a98f1b,org.rayacoin,53,30,11,samsung,SM-A107F,,4G,fa,Asia/Tehran,720,1381,280,
