unique_id,gender,age,height,weight
2085,male,1391,145,29.0
2086,male,1378,174,65.0
2087,male,1386,180,65.0
2088,male,1368,168,62.0
2089,male,1388,170,56.0
2090,male,1388,1,50.0
2091,female,1384,155,60.0
2092,male,1386,180,67.0
2093,female,1385,156,61.0
2094,female,1388,2,40.0
2095,male,1375,178,75.0
2096,female,1386,158,45.0
2097,male,1388,155,40.0
2098,male,1376,185,75.0
2099,male,1379,160,50.0
2100,male,1375,150,48.0
2101,male,1375,140,68.0
2102,female,1379,159,40.0
2103,male,1383,180,253.0
2104,male,1392,135,35.0
2105,male,1388,150,50.0
2106,male,1368,178,85.0
2107,male,1391,130,51.0
2108,male,1386,160,65.0
2109,female,1375,156,50.0
2110,male,1384,173,86.0
2111,male,1380,160,62.0
2112,male,1388,160,60.0
2113,male,1369,175,72.0
2114,male,1389,162,47.0
2115,male,1388,173,53.0
2116,female,1367,173,70.0
2117,female,1363,150,42.0
2118,male,1382,175,53.0
2119,male,1381,170,55.0
2120,male,1392,130,30.0
2121,male,1366,183,83.0
2122,male,1348,165,62.0
2123,male,1352,176,73.0
2124,male,1380,180,70.0
2125,male,1388,164,75.0
2126,male,1371,170,60.0
2127,male,1384,180,77.0
2128,male,1373,193,49.0
2129,male,1386,190,78.0
2130,female,1379,165,60.0
2131,male,1368,175,90.0
2132,female,1373,69,70.0
2133,male,1387,166,45.0
2134,male,1381,184,63.0
2135,male,1379,170,95.0
2136,female,1340,163,69.0
2137,female,1362,166,930.0
2138,male,1388,157,67.0
2139,male,1378,182,65.0
2140,male,1372,188,78.0
2141,male,1385,180,55.0
2142,male,1367,210,106.0
2143,female,1391,130,24.0
2144,male,1375,176,75.0
2145,male,1389,172,70.0
2146,male,1373,173,65.0
2147,male,1388,150,50.0
2148,male,1392,122,22.0
2149,male,1386,164,46.0
2150,male,1379,175,78.0
2151,male,1377,187,83.0
2152,male,1391,164,52.0
2153,male,1361,178,102.0
2154,male,1361,178,55.0
2155,male,1387,128,95.0
2156,male,1389,161,52.0
2157,male,1386,166,71.0
2158,male,1389,150,53.0
2159,male,1375,33,38.0
2160,male,1374,183,80.0
2161,male,1387,180,80.0
2162,female,1379,159,45.0
2163,male,1389,153,40.0
2164,male,1386,180,60.0
2165,male,1380,148,36.0
2166,male,1384,160,50.0
2167,male,1387,168,51.0
2168,male,1371,180,86.0
2169,male,1371,181,104.0
2170,male,1387,178,55.0
2171,male,1387,176,65.0
2172,male,1383,180,87.0
2173,male,1384,183,80.0
2174,male,1375,183,68.0
2175,male,1388,185,52.0
2176,female,1380,160,58.0
2177,male,1384,183,63.0
2178,male,1338,162,80.0
2179,male,1375,170,85.0
2180,male,1369,179,86.0
2181,male,1380,170,53.0
2182,male,1385,175,55.0
2183,female,1384,176,85.0
2184,male,1387,167,52.0
2185,male,1362,180,90.0
2186,male,1388,170,65.0
2187,male,1384,162,52.0
2188,male,1388,165,53.0
2189,male,1375,175,76.0
2190,male,1389,168,60.0
2191,male,1352,173,78.0
2192,male,1345,176,110.0
2193,male,1381,150,40.0
2194,female,1375,163,53.0
2195,male,1364,175,86.0
2196,male,1374,185,130.0
2197,female,1374,160,45.0
2198,male,1375,133,32.0
2199,male,1386,165,50.0
2200,male,1371,180,55.0
2201,male,1392,135,55.0
2202,male,1385,175,65.0
2203,male,1374,180,98.0
2204,male,1369,178,96.0
2205,male,1373,179,82.0
2206,male,1385,12,45.0
2207,female,1367,167,75.0
2208,male,1368,178,95.0
2209,male,1392,112,20.0
2210,male,1357,175,71.0
2211,female,1362,145,59.0
2212,male,1385,175,60.0
2213,male,1388,150,56.0
2214,male,1382,186,79.0
2215,male,1365,178,85.0
2216,male,1393,140,40.0
2217,male,1347,165,66.0
2218,female,1389,152,40.0
2219,male,1384,171,57.0
2220,female,1369,165,65.0
2221,female,1385,165,49.0
2222,male,1386,171,75.0
2223,male,1401,130,35.0
2224,male,1386,178,56.0
2225,male,1382,155,52.0
2226,male,1354,170,98.0
2227,male,1383,178,55.0
2228,male,1378,178,65.0
2229,male,1389,163,60.0
2230,male,1383,182,87.0
2231,male,1357,178,54.0
2232,male,1375,176,96.0
2233,female,1362,160,70.0
2234,male,1372,179,93.0
2235,male,1376,193,70.0
2236,male,1391,138,32.0
2237,male,1355,175,83.0
2238,male,1384,175,80.0
2239,female,1377,170,50.0
2240,male,1387,160,52.0
2241,female,1351,161,60.0
2242,male,1381,170,75.0
2243,male,1372,180,80.0
2244,male,1371,2,55.0
2245,male,1385,170,55.0
2246,male,1387,164,45.0
2247,male,1386,182,90.0
2248,male,1387,145,48.0
2249,male,1369,172,76.0
2250,male,1391,150,40.0
2251,male,1374,155,54.0
2252,male,1370,186,85.0
2253,male,1386,180,85.0
2254,male,1373,170,55.0
2255,male,1388,170,65.0
2256,male,1385,170,100.0
2257,male,1380,170,48.0
2258,male,1349,157,60.0
2259,male,1348,183,95.0
2260,male,1387,180,70.0
2261,male,1373,182,75.0
2262,male,1371,180,92.1
2263,female,1377,158,54.0
2264,male,1386,179,52.0
2265,male,1370,183,70.0
2266,female,1386,154,44.0
2267,male,1371,166,65.0
2268,female,1383,168,84.0
2269,female,1375,162,45.0
2270,female,1362,155,63.0
2271,male,1385,150,42.0
2272,male,1365,165,59.0
2273,male,1385,180,60.0
2274,male,1374,175,90.0
2275,male,1361,170,66.0
2276,male,1387,187,63.0
2277,male,1377,176,70.0
2278,male,1375,136,40.0
2279,male,1387,140,40.0
2280,male,1391,156,47.0
2281,male,1387,170,60.0
2282,male,1385,170,69.0
2283,male,1382,186,65.0
2284,male,1387,161,52.0
2285,female,1388,157,45.0
2286,male,1356,175,96.0
2287,male,1375,160,46.0
2288,male,1389,196,65.0
2289,male,1379,182,80.0
2290,male,1370,175,186.0
2291,male,1391,150,35.0
2292,male,1384,160,40.0
2293,male,1375,150,45.0
2294,male,1384,176,54.0
2295,male,1392,140,40.0
2296,male,1333,171,84.0
2297,male,1387,175,130.0
2298,male,1382,175,58.0
2299,female,1376,163,66.0
2300,male,1382,2,95.0
2301,female,1378,165,70.0
2302,male,1392,120,27.0
2303,male,1382,182,85.0
2304,male,1392,152,47.0
2305,male,1372,170,72.0
2306,male,1375,195,80.0
2307,male,1386,170,82.0
2308,female,1379,165,77.0
2309,female,1375,167,89.0
2310,male,1382,193,55.0
2311,female,1365,158,80.0
2312,male,1387,166,48.0
2313,male,1383,163,61.0
2314,male,1378,178,77.0
2315,female,1370,170,89.0
2316,male,1379,189,78.0
2317,male,1384,184,70.0
2318,male,1375,190,67.0
2319,male,1375,190,50.0
2320,male,1378,175,70.0
2321,male,1388,149,51.0
2322,male,1384,165,73.0
2323,male,1387,176,50.0
2324,male,1388,160,67.0
2325,male,1380,187,92.0
2326,male,1377,160,49.0
2327,male,1379,175,95.0
2328,male,1389,164,40.0
2329,male,1367,185,82.0
2330,female,1368,163,62.0
2331,male,1388,170,60.0
2332,male,1382,185,60.0
2333,male,1392,150,30.0
2334,male,1379,170,52.0
2335,male,1377,185,62.0
2336,male,1388,178,70.0
2337,male,1364,172,70.0
2338,male,1387,150,40.0
2339,male,1366,193,110.0
2340,male,1388,170,51.0
2341,female,1373,160,72.0
2342,male,1369,150,50.0
2343,female,1364,175,85.0
2344,female,1367,167,78.0
2345,male,1376,194,76.0
2346,female,1356,157,61.0
2347,male,1371,175,65.0
2348,male,1369,170,61.0
2349,male,1388,163,58.0
2350,female,1367,160,72.0
2351,male,1375,193,96.0
2352,male,1377,172,77.0
2353,male,1380,170,75.0
2354,male,1382,186,65.0
2355,male,1377,178,92.0
2356,male,1389,162,45.0
2357,male,1370,179,94.0
2358,male,1385,185,64.0
2359,male,1383,175,89.0
2360,male,1388,181,62.0
2361,male,1347,168,70.0
2362,male,1392,2,37.0
2363,female,1381,160,55.0
2364,male,1394,130,30.0
2365,female,1379,165,52.0
2366,female,1367,167,70.0
2367,male,1386,185,70.0
2368,male,1383,181,90.0
2369,male,1386,92,60.0
2370,male,1385,188,70.0
2371,male,1379,190,70.0
2372,female,1380,160,60.0
2373,male,1359,175,98.0
2374,female,1368,174,74.0
2375,male,1379,188,86.0
2376,male,1386,185,110.0
2377,female,1358,165,74.0
2378,male,1373,173,70.0
2379,male,1369,176,66.0
2380,female,1384,165,52.0
2381,male,1388,183,50.0
2382,male,1378,173,83.0
2383,male,1372,172,50.0
2384,male,1388,135,40.0
2385,male,1390,154,32.0
2386,male,1380,97,64.0
2387,male,1376,178,85.0
2388,male,1389,163,65.0
2389,male,1387,165,46.0
2390,male,1385,170,57.0
2391,male,1387,169,50.0
2392,male,1389,160,60.0
2393,male,1373,165,50.0
2394,male,1380,180,110.0
2395,male,1388,176,93.0
2396,male,1378,175,75.0
2397,male,1386,180,48.0
2398,male,1371,173,65.0
2399,male,1384,182,67.0
2400,male,1386,2,55.0
2401,female,1388,169,80.0
2402,male,1375,186,90.0
2403,male,1374,176,93.0
2404,female,1378,156,69.0
2405,male,1387,170,105.0
2406,male,1381,183,80.0
2407,male,1388,165,72.0
2408,male,1369,185,80.0
2409,male,1388,169,55.5
2410,male,1383,182,70.0
2411,male,1382,180,70.0
2412,male,1390,156,42.0
2413,male,1384,165,45.0
2414,female,1375,168,75.0
2415,female,1354,169,70.0
2416,male,1388,180,54.0
2417,male,1390,165,33.0
2418,male,1390,150,26.0
2419,male,1350,174,60.0
2420,male,1375,170,65.0
2421,male,1389,163,42.0
2422,male,1387,189,58.0
2423,male,1388,130,40.0
2424,male,1389,164,34.0
2425,male,1387,182,94.0
2426,male,1351,172,90.0
2427,male,1389,159,51.0
2428,male,1389,140,40.0
2429,male,1385,180,71.0
2430,male,1332,133,27.0
2431,male,1395,90,35.0
2432,male,1387,171,55.0
2433,male,1385,192,86.0
2434,male,1352,180,85.0
2435,male,1386,170,100.0
2436,male,1375,189,80.0
2437,male,1380,170,60.0
2438,male,1374,172,60.0
2439,male,1383,170,65.0
2440,male,1384,184,88.0
2441,male,1369,175,85.0
2442,male,1375,180,68.0
2443,male,1386,165,57.0
2444,male,1359,185,58.0
2445,male,1375,158,40.0
2446,male,1381,1,81.0
2447,male,1380,159,30.0
2448,male,1375,170,63.0
2449,male,1375,159,45.0
2450,male,1383,179,65.0
2451,male,1381,185,70.0
2452,male,1369,170,84.0
2453,male,1367,174,97.0
2454,male,1392,9,32.0
2455,male,1380,183,62.0
2456,female,1350,164,77.0
2457,male,1375,85,86.0
2458,male,1379,178,70.0
2459,female,1365,170,80.0
2460,male,1373,181,57.0
2461,male,1381,180,85.0
2462,female,1379,152,56.0
2463,male,1362,183,85.0
2464,male,1355,176,84.0
2465,female,1365,155,54.0
2466,female,1364,156,60.0
2467,male,1374,173,87.0
2468,male,1380,176,90.0
2469,male,1375,180,72.0
2470,female,1378,170,88.0
2471,female,1376,155,43.0
2472,male,1377,179,94.0
2473,male,1374,174,80.0
2474,male,1388,164,46.0
2475,male,1387,175,90.0
2476,male,1377,149,45.0
2477,male,1389,153,39.0
2478,male,1367,176,95.0
2479,female,1375,162,45.0
2480,male,1380,178,50.0
2481,female,1360,160,68.0
2482,male,1388,128,81.0
2483,male,1387,174,65.0
2484,female,1387,174,57.0
2485,male,1386,183,70.0
2486,female,1363,160,86.0
2487,female,1374,169,87.0
2488,male,1391,145,38.0
2489,male,1364,192,80.0
2490,male,1367,180,118.0
2491,female,1382,170,82.6
2492,male,1381,189,69.0
2493,male,1388,160,54.0
2494,female,1382,168,56.0
2495,female,1373,162,75.0
2496,male,1374,39,12.0
2497,female,1367,169,68.0
2498,female,1375,165,49.0
2499,male,1367,190,98.0
2500,male,1363,168,115.0
2501,male,1378,185,70.0
2502,male,1378,169,69.0
2503,male,1358,172,60.0
2504,male,1374,178,98.0
2505,male,1391,142,31.0
2506,male,1375,180,40.0
2507,male,1361,175,85.0
2508,male,1392,152,25.0
2509,male,1365,180,75.0
2510,male,1378,175,90.0
2511,male,1389,160,50.0
2512,male,1364,170,70.0
2513,male,1389,164,72.0
2514,male,1374,180,105.0
2515,male,1380,197,75.0
2516,male,1379,173,69.0
2517,male,1378,110,50.0
2518,male,1387,150,45.0
2519,male,1378,162,60.0
2520,male,1381,182,100.0
2521,male,1361,172,84.0
2522,male,1373,174,55.0
2523,male,1386,160,45.0
2524,male,1373,172,76.0
2525,male,1388,165,48.0
2526,male,1379,170,70.0
2527,male,1388,176,55.0
2528,male,1388,175,52.0
2529,male,1380,180,82.0
2530,male,1389,150,40.0
2531,male,1387,150,41.0
2532,male,1385,173,72.0
2533,male,1372,185,86.0
2534,male,1381,167,45.0
2535,male,1387,171,53.0
2536,male,1387,156,43.0
2537,male,1390,160,45.0
2538,male,1368,163,67.0
2539,male,1383,176,78.0
2540,male,1390,156,34.0
2541,male,1381,183,60.0
2542,male,1382,130,40.0
2543,male,1381,168,68.0
2544,male,1373,175,82.0
2545,male,1389,140,40.0
2546,male,1387,170,55.0
2547,male,1379,170,67.0
2548,female,1375,167,69.0
2549,male,1384,173,89.0
2550,male,1389,63,61.0
2551,male,1375,175,58.0
2552,male,1389,160,50.0
2553,female,1359,161,69.0
2554,female,1385,169,57.0
2555,male,1377,140,59.0
2556,male,1380,176,64.0
2557,male,1384,184,62.0
2558,male,1389,155,50.0
2559,male,1388,150,50.0
2560,male,1382,165,56.0
2561,male,1343,160,80.0
2562,female,1362,165,65.0
2563,female,1375,160,45.0
2564,male,1385,173,60.0
2565,female,1368,164,73.0
2566,male,1352,190,80.0
2567,male,1383,183,80.0
2568,female,1361,155,49.0
2569,male,1384,160,65.0
2570,female,1382,163,52.0
2571,male,1384,182,53.0
2572,male,1389,178,44.0
2573,male,1390,151,60.0
2574,male,1382,175,60.0
2575,male,1375,160,65.0
2576,male,1389,112,37.0
2577,female,1387,167,49.0
2578,female,1384,160,67.0
2579,male,1381,168,54.0
2580,male,1383,178,65.0
2581,female,1365,156,64.0
2582,male,1354,165,65.0
2583,male,1377,169,65.0
2584,male,1366,183,98.0
2585,male,1388,158,58.0
2586,female,1383,175,79.0
2587,male,1385,173,68.0
2588,male,1363,160,68.0
2589,male,1368,175,90.0
2590,male,1384,170,55.0
2591,male,1385,162,51.0
2592,male,1369,173,90.0
2593,male,1384,183,64.0
2594,male,1390,150,55.0
2595,male,1389,141,44.0
2596,male,1389,160,40.0
2597,male,1376,176,60.0
2598,female,1382,162,50.0
2599,male,1388,170,46.0
2600,male,1386,165,62.0
2601,male,1374,150,55.0
2602,male,1384,165,70.0
2603,male,1386,180,72.0
2604,male,1387,180,100.0
2605,male,1374,175,73.0
2606,female,1383,168,77.0
2607,male,1388,2,39.0
2608,female,1379,168,52.0
2609,male,1385,180,68.0
2610,male,1375,175,80.0
2611,male,1383,173,86.0
2612,male,1386,183,59.0
2613,male,1392,135,25.0
2614,male,1371,170,70.0
2615,male,1389,150,40.0
2616,female,1383,159,68.0
2617,male,1388,160,48.0
2618,male,1359,179,90.0
2619,male,1366,187,102.0
2620,male,1388,155,50.0
2621,male,1387,169,57.0
2622,male,1380,186,90.0
2623,male,1362,171,69.0
2624,male,1356,186,90.0
2625,male,1364,170,90.0
2626,male,1386,180,70.0
2627,female,1374,150,57.0
2628,male,1386,160,35.0
2629,male,1387,178,80.0
2630,female,1379,164,85.0
2631,female,1369,170,70.0
2632,male,1384,176,79.0
2633,male,1364,180,93.0
2634,male,1388,165,58.0
2635,female,1378,160,63.0
2636,male,1354,175,84.0
2637,male,1376,174,80.0
2638,male,1378,165,58.0
2639,female,1369,158,58.0
2640,female,1357,170,80.0
2641,male,1372,178,86.0
2642,male,1365,171,82.0
2643,male,1369,175,75.0
2644,male,1348,172,65.0
2645,male,1362,170,61.0
2646,male,1391,135,32.0
2647,male,1366,173,70.0
2648,male,1349,180,96.0
2649,female,1374,150,67.0
2650,male,1364,185,95.0
2651,male,1375,2,80.0
2652,female,1387,120,30.0
2653,male,1388,157,40.0
2654,male,1381,175,68.0
2655,female,1348,160,85.0
2656,female,1370,163,61.0
2657,male,1362,174,93.0
2658,male,1372,172,78.0
2659,male,1369,188,105.0
2660,male,1386,178,60.0
2661,male,1390,155,40.0
2662,male,1387,170,90.0
2663,male,1384,184,100.0
2664,male,1384,180,77.0
2665,male,1373,178,90.0
2666,male,1389,136,46.0
2667,female,1374,168,64.0
2668,female,1379,162,74.0
2669,male,1380,86,750.0
2670,female,1350,161,56.0
2671,male,1375,175,70.0
2672,male,1386,176,65.0
2673,male,1370,189,103.0
2674,male,1385,156,42.0
2675,male,1377,173,84.0
2676,male,1383,175,78.0
2677,female,1368,160,58.0
2678,female,1379,165,53.0
2679,male,1372,1,1.0
2680,male,1359,183,88.0
2681,female,1356,161,74.0
2682,male,1386,170,60.0
2683,male,1367,170,62.0
2684,male,1378,173,65.0
2685,female,1379,175,56.0
2686,male,1370,177,76.0
2687,male,1398,155,68.0
2688,male,1385,175,82.0
2689,male,1378,177,70.0
2690,male,1375,180,50.0
2691,male,1371,171,62.0
2692,female,1363,163,50.0
2693,female,1378,174,71.0
2694,male,1383,175,62.0
2695,male,1380,140,49.0
2696,male,1391,141,38.0
2697,male,1359,168,85.0
2698,male,1370,180,78.9
2699,female,1367,164,80.0
2700,male,1396,175,80.0
2701,male,1362,178,100.0
2702,male,1392,138,30.0
2703,male,1390,163,51.0
2704,male,1332,183,81.0
2705,female,1379,165,80.0
2706,male,1335,172,78.0
2707,male,1366,170,64.0
2708,male,1372,170,80.0
2709,male,1385,170,100.0
2710,female,1368,172,70.0
2711,male,1375,170,77.0
2712,male,1374,170,100.0
2713,male,1385,168,55.0
2714,male,1381,175,65.0
2715,male,1373,165,55.0
2716,female,1364,164,68.0
2717,male,1389,158,43.0
2718,male,1385,170,60.0
2719,male,1389,140,40.0
2720,female,1385,155,56.0
2721,male,1368,186,86.0
2722,male,1347,180,90.0
2723,female,1373,182,63.0
2724,female,1373,158,50.0
2725,male,1375,180,80.0
2726,male,1385,172,82.0
2727,male,1388,185,75.0
2728,male,1387,180,47.0
2729,male,1394,160,40.0
2730,male,1351,176,64.0
2731,male,1360,174,85.0
2732,male,1392,142,46.0
2733,female,1369,161,69.0
2734,male,1365,175,70.0
2735,male,1389,161,50.0
2736,male,1390,170,45.0
2737,female,1388,160,45.0
2738,male,1385,165,46.0
2739,female,1376,165,78.0
2740,male,1375,132,35.0
2741,male,1380,180,68.0
2742,female,1364,165,75.0
2743,male,1384,172,56.0
2744,male,1380,195,75.0
2745,male,1384,180,80.0
2746,male,1375,159,55.0
2747,female,1354,155,85.0
2748,male,1357,180,82.0
2749,male,1362,192,97.0
2750,male,1382,178,76.0
2751,male,1386,173,70.0
2752,male,1359,197,118.0
2753,male,1382,190,72.0
2754,male,1390,145,32.0
2755,male,1368,182,58.0
2756,male,1388,160,40.0
2757,male,1386,183,54.0
2758,male,1371,175,60.0
2759,female,1370,156,70.0
2760,male,1386,178,54.0
2761,male,1387,160,45.0
2762,male,1389,155,45.0
2763,male,1382,177,79.0
2764,male,1388,150,40.0
2765,male,1389,167,70.0
2766,male,1392,140,40.0
2767,male,1388,173,60.0
2768,male,1389,165,65.0
2769,male,1383,175,75.0
2770,male,1378,184,95.0
2771,male,1373,178,86.0
2772,male,1383,166,74.0
2773,male,1380,180,70.0
2774,male,1370,181,97.0
2775,male,1385,183,59.0
2776,female,1368,168,75.0
2777,male,1384,190,80.0
2778,male,1387,160,40.0
2779,male,1380,182,75.0
2780,male,1384,187,80.0
2781,male,1388,159,45.0
2782,male,1378,175,57.0
2783,female,1383,160,56.0
2784,male,1375,175,81.0
2785,female,1375,162,45.0
2786,male,1387,150,36.0
2787,male,1387,164,51.0
2788,male,1383,160,50.0
2789,male,1369,168,94.0
2790,male,1374,174,78.0
2791,male,1366,192,143.0
2792,female,1385,150,40.0
2793,male,1369,175,98.0
2794,female,1379,170,72.0
2795,male,1380,175,55.0
2796,male,1375,18,60.0
2797,male,1389,162,46.0
2798,male,1387,178,68.0
2799,male,1387,175,54.0
2800,male,1388,165,45.0
2801,male,1385,178,60.0
2802,male,1389,161,51.0
2803,male,1369,175,70.0
2804,male,1358,170,95.0
2805,male,1358,182,82.0
2806,male,1382,168,65.0
2807,male,1385,170,92.0
2808,male,1384,173,63.0
2809,male,1390,140,29.0
2810,male,1390,150,40.0
2811,male,1374,170,75.0
2812,male,1388,160,58.0
2813,male,1387,169,55.0
2814,male,1390,140,48.0
2815,male,1375,180,60.0
2816,male,1360,180,78.0
2817,male,1368,170,85.0
2818,female,1375,160,45.0
2819,male,1390,145,45.0
2820,male,1381,175,84.0
2821,male,1390,151,75.0
2822,male,1359,180,70.0
2823,male,1352,176,83.0
2824,male,1385,187,103.0
2825,male,1391,153,57.0
2826,male,1389,20,42.0
2827,male,1368,186,98.0
2828,male,1386,175,65.0
2829,female,1364,150,75.0
2830,male,1379,167,74.0
2831,male,1355,178,90.0
2832,male,1383,176,60.0
2833,male,1366,180,97.0
2834,male,1369,160,60.0
2835,male,1388,68,49.0
2836,male,1372,185,120.0
2837,male,1378,180,72.0
2838,male,1350,169,85.0
2839,male,1369,178,62.0
2840,male,1377,185,55.0
2841,female,1390,135,25.0
2842,female,1388,160,44.0
2843,male,1388,175,50.0
2844,male,1389,171,60.0
2845,male,1389,17,46.0
2846,male,1388,165,50.0
2847,male,1338,165,80.0
2848,male,1375,67,68.0
2849,female,1381,159,60.0
2850,male,1374,175,77.0
2851,male,1371,180,93.0
2852,male,1384,174,80.0
2853,male,1383,181,68.0
2854,male,1388,165,52.0
2855,male,1391,160,40.0
2856,male,1388,174,60.0
2857,male,1392,60,32.0
2858,male,1387,171,61.0
2859,male,1372,170,55.0
2860,male,1377,175,79.0
2861,male,1389,156,47.0
2862,female,1390,152,41.0
2863,female,1354,150,60.0
2864,male,1387,163,60.0
2865,male,1392,150,56.0
2866,male,1364,173,80.0
2867,male,1384,170,52.0
2868,female,1359,164,80.0
2869,male,1390,160,45.0
2870,female,1379,150,74.0
2871,male,1375,177,78.0
2872,male,1375,175,85.0
2873,female,1381,159,74.0
2874,male,1388,180,55.0
2875,male,1385,100,40.0
2876,male,1378,181,50.0
2877,female,1380,165,83.0
2878,male,1375,170,60.0
2879,male,1375,180,51.0
2880,male,1393,120,15.0
2881,male,1388,170,80.0
2882,male,1362,170,65.0
2883,male,1371,175,68.0
2884,male,1381,166,80.0
2885,male,1380,185,76.0
2886,female,1375,164,86.0
2887,male,1383,162,50.0
2888,male,1363,175,80.0
2889,female,1379,165,70.0
2890,male,1364,172,73.0
2891,male,1385,185,75.0
2892,male,1388,174,100.0
2893,male,1374,180,80.0
2894,male,1376,176,70.0
2895,male,1375,190,145.0
2896,male,1384,170,68.0
2897,male,1375,174,83.0
2898,male,1368,177,85.0
2899,female,1360,158,76.0
2900,male,1366,178,83.0
2901,male,1386,180,61.0
2902,male,1380,174,61.0
2903,male,1356,178,82.0
2904,male,1361,170,77.0
2905,male,1388,173,55.0
2906,female,1365,155,56.0
2907,male,1376,178,83.0
2908,male,1367,177,98.0
2909,male,1361,172,67.0
2910,female,1380,158,44.0
2911,female,1359,157,61.0
2912,male,1371,176,65.0
2913,male,1362,176,75.0
2914,male,1376,160,57.0
2915,male,1390,123,40.0
2916,female,1369,163,63.0
2917,male,1384,185,60.0
2918,male,1375,172,75.0
2919,male,1387,165,40.0
2920,male,1375,170,69.0
2921,male,1386,175,58.0
2922,male,1393,135,26.0
2923,male,1368,170,43.0
2924,male,1375,186,60.0
2925,female,1381,156,50.0
2926,male,1363,173,63.0
2927,male,1375,135,42.0
2928,male,1385,181,68.0
2929,female,1373,169,68.0
2930,male,1375,145,26.0
2931,male,1386,187,70.0
2932,male,1381,170,60.0
2933,male,1391,20,12.0
2934,male,1366,179,88.0
2935,male,1351,168,73.0
2936,male,1388,170,50.0
2937,male,1389,160,40.0
2938,male,1379,174,64.0
2939,male,1385,65,56.0
2940,male,1383,172,65.0
2941,male,1388,170,50.0
2942,male,1389,157,46.0
2943,male,1386,183,79.0
2944,male,1388,167,42.0
2945,male,1375,163,54.0
2946,female,1380,158,60.0
2947,female,1367,163,68.0
2948,male,1389,156,42.0
2949,male,1385,195,135.0
2950,male,1387,176,62.0
2951,male,1384,190,67.0
2952,male,1377,184,88.0
2953,male,1384,180,60.0
2954,male,1387,140,45.0
2955,male,1367,187,87.0
2956,female,1378,174,62.0
2957,male,1382,165,56.0
2958,male,1374,150,75.0
2959,male,1368,186,68.0
2960,male,1370,185,63.0
2961,female,1353,160,65.0
2962,male,1388,140,47.0
2963,male,1386,177,59.0
2964,female,1371,157,55.0
2965,male,1380,184,81.0
2966,female,1375,168,64.0
2967,male,1385,175,60.0
2968,male,1390,160,50.0
2969,male,1379,180,70.0
2970,male,1375,120,60.0
2971,female,1385,169,66.0
2972,female,1380,166,51.0
2973,male,1380,184,79.0
2974,female,1377,150,50.0
2975,male,1366,178,65.0
2976,male,1387,174,70.0
2977,male,1387,180,99.0
2978,female,1380,155,65.0
2979,male,1385,180,70.0
2980,male,1380,172,54.0
2981,female,1386,160,58.0
2982,male,1376,180,75.0
2983,male,1373,181,65.0
2984,female,1392,154,47.0
2985,male,1380,182,68.0
2986,male,1387,150,51.0
2987,male,1389,127,50.0
2988,male,1387,185,86.0
2989,male,1388,165,54.0
2990,male,1368,165,68.0
2991,male,1387,167,55.0
2992,male,1384,190,73.0
2993,male,1375,8,8.0
2994,male,1375,171,86.0
2995,male,1390,155,60.0
2996,male,1385,173,51.0
2997,male,1375,60,50.0
2998,male,1387,170,40.0
2999,male,1381,165,50.0
3000,male,1370,180,101.0
3001,male,1386,140,30.0
3002,male,1392,135,44.0
3003,male,1384,180,50.0
3004,female,1339,163,80.0
3005,female,1369,159,68.0
3006,male,1388,165,70.0
3007,male,1377,175,90.0
3008,male,1382,179,80.0
3009,male,1325,167,60.0
3010,male,1373,183,83.0
3011,male,1384,175,58.0
3012,male,1386,168,52.0
3013,female,1379,160,60.0
3014,female,1384,168,44.0
3015,male,1368,175,60.0
3016,male,1378,174,82.0
3017,male,1373,160,65.0
3018,male,1379,184,68.0
3019,female,1362,143,63.0
3020,male,1368,170,91.0
3021,male,1383,174,78.0
3022,male,1360,169,74.0
3023,male,1384,172,59.0
3024,male,1359,165,74.0
3025,male,1375,187,89.0
3026,male,1383,173,60.0
3027,male,1355,160,50.0
3028,male,1390,148,40.0
3029,male,1355,170,67.0
3030,male,1385,185,55.0
3031,female,1363,161,66.0
3032,male,1388,160,52.0
3033,male,1382,173,51.0
3034,male,1387,170,51.0
3035,male,1381,160,59.0
3036,male,1361,175,64.0
3037,male,1363,184,110.0
3038,male,1375,156,50.0
3039,male,1384,50,60.0
3040,male,1388,159,50.0
3041,male,1383,173,62.0
3042,female,1383,165,48.0
3043,female,1357,156,65.0
3044,male,1389,150,53.0
3045,male,1389,150,73.0
3046,male,1387,167,55.0
3047,male,1363,197,105.0
3048,male,1369,170,96.0
3049,male,1369,178,98.0
3050,male,1379,178,88.0
3051,male,1389,164,47.0
3052,male,1388,175,59.0
3053,male,1392,140,40.0
3054,male,1386,170,60.0
3055,male,1386,165,95.0
3056,male,1387,170,68.0
3057,male,1364,182,95.0
3058,male,1355,80,80.0
3059,male,1375,150,50.0
3060,male,1387,154,42.0
3061,male,1391,140,29.0
3062,male,1352,175,95.0
3063,male,1377,173,85.0
3064,male,1375,160,60.0
3065,male,1373,190,90.0
3066,male,1387,178,60.0
3067,male,1360,183,123.0
3068,female,1386,165,70.0
3069,male,1389,163,58.0
3070,male,1388,178,61.0
3071,female,1352,167,83.0
3072,male,1387,178,52.0
3073,male,1372,182,150.0
3074,male,1371,171,95.0
3075,male,1380,180,55.0
3076,female,1372,169,82.0
3077,male,1361,175,105.0
3078,female,1359,164,67.0
3079,male,1369,169,90.0
3080,male,1362,175,81.0
3081,male,1375,170,48.0
3082,male,1388,170,50.0
